id,target
60073,7.56922666533953e-12
60074,3.168535907141903e-09
60075,0.20674331795724346
60076,3.054366107252316e-12
60077,6.236374859119798e-12
60078,2.9422709338187035e-09
60079,4.1612060080286847e-10
60080,4.4724907535763646e-11
60081,8.411612016418934e-10
60082,1.6195150347311718e-11
60083,4.616973139033971e-11
60084,3.4747140467269184e-11
60085,1.159040527577516e-12
60086,7.36843479515789e-12
60087,0.9999918284031454
60088,2.6997447484913823e-06
60089,2.0694455006029253e-11
60090,0.12296717742587035
60091,0.996365150253547
60092,4.2324628982265576e-10
60093,1.6422489118683587e-09
60094,1.1581695261412798e-11
60095,1.5528178947261908e-10
60096,1.676266013173447e-11
60097,1.065132764367557e-12
60098,9.655463606438343e-11
60099,4.773324646071084e-09
60100,9.944248312549565e-13
60101,3.760734845313635e-11
60102,1.794219499293746e-11
60103,9.517348759271006e-10
60104,0.0006755181123448107
60105,0.9802972264572765
60106,3.390587010482142e-08
60107,2.954288952067732e-10
60108,1.5230242167909538e-09
60109,2.2204422856707121e-10
60110,2.6991392608428804e-11
60111,1.0162582481766786e-08
60112,1.3033667056204255e-09
60113,2.597981631331339e-10
60114,2.850804679617168e-13
60115,1.4583415924714157e-11
60116,1.0381426896369815e-12
60117,1.3129404385674204e-10
60118,1.3940904114587878e-10
60119,1.3334442625697122e-11
60120,0.08421582467707439
60121,1.0127891650079897e-08
60122,9.118257203837821e-11
60123,3.0910935202616123e-11
60124,2.3056500330534046e-11
60125,1.1254350312165163e-11
60126,9.808088868733804e-12
60127,7.707827191066879e-11
60128,7.002934007861996e-09
60129,2.3701468689024885e-09
60130,4.461308922381242e-12
60131,4.784245489959394e-11
60132,0.2634019053851449
60133,1.2620556201755494e-11
60134,2.0248666217239977e-08
60135,9.777469893717268e-11
60136,3.0368535807214e-11
60137,2.343290368299509e-09
60138,0.0011072598723993938
60139,9.183160956118477e-09
60140,2.2506195934499014e-08
60141,1.2539889087766054e-07
60142,2.560637929986715e-11
60143,9.315931795894696e-10
60144,3.3468852778170676e-10
60145,5.256483119893376e-12
60146,0.9991971521067168
60147,1.6184368953179804e-09
60148,1.1397749463978909e-11
60149,0.9998292014873821
60150,1.3924367663104604e-09
60151,3.0655720033773193e-09
60152,4.869712730401941e-10
60153,1.0417355027648814e-10
60154,8.626325837473593e-11
60155,7.085870225388153e-11
60156,2.2516357014308813e-12
60157,1.749513801947119e-08
60158,7.671033927427769e-10
60159,0.001162792971856652
60160,2.557281343841321e-07
60161,6.356720508881913e-12
60162,7.843041701564312e-09
60163,1.352292712214624e-08
60164,0.9998750140186151
60165,4.2210981958217537e-07
60166,3.0405693378071316e-11
60167,1.1591332742945498e-12
60168,0.21497324485995103
60169,5.184106741144912e-12
60170,1.4611601275047579e-09
60171,1.9434329589835068e-11
60172,4.317116612335566e-11
60173,1.2330483362731696e-08
60174,6.966457338315694e-12
60175,1.2278883294407842e-10
60176,0.9973423626614123
60177,1.9200719359613192e-10
60178,1.8936241227792527e-10
60179,4.2119505876822123e-10
60180,9.36120432798359e-08
60181,7.474143927166046e-08
60182,9.996493541100609e-10
60183,1.4846012775702282e-09
60184,0.9901750440968191
60185,7.33869277827313e-12
60186,1.462833955732932e-10
60187,8.749712519936558e-12
60188,0.00047626147425798327
60189,9.88907721278834e-13
60190,1.4901560830642212e-10
60191,9.656006733544223e-11
60192,3.866285044991228e-10
60193,1.033668477931737e-12
60194,4.2847546034699275e-12
60195,4.2880989167335356e-11
60196,2.4007671209781546e-08
60197,1.6237050932744042e-11
60198,9.609894622824358e-07
60199,1.061803104955936e-06
60200,1.0591354663022581e-11
60201,1.842719126444368e-11
60202,9.849801937133063e-11
60203,5.209651668340027e-10
60204,0.615802978578861
60205,0.004527796997129402
60206,2.9125478231895105e-07
60207,8.063964230214463e-10
60208,3.3108602302096316e-10
60209,1.6394982250145522e-12
60210,0.9999889494319182
60211,1.5248470989562487e-09
60212,6.527776491002278e-12
60213,2.1453920786024755e-10
60214,0.004261329107749016
60215,9.668710159631024e-10
60216,2.7925293153440337e-11
60217,4.7212597943827476e-07
60218,1.3674429370236766e-12
60219,5.354643817228361e-10
60220,7.338044903052202e-12
60221,3.526587837070144e-06
60222,3.630526720983619e-11
60223,3.747928658411767e-09
60224,1.618182963803443e-11
60225,8.860022916165398e-07
60226,3.534206763888543e-11
60227,2.09284102718971e-10
60228,4.212495701489249e-09
60229,0.4603525686424917
60230,1.1656741367628566e-11
60231,9.456547879174718e-12
60232,3.899491060728679e-10
60233,2.6995833023772084e-11
60234,3.4828504498870456e-11
60235,1.6250945564780845e-11
60236,2.4944915354391552e-11
60237,3.0218124830514166e-09
60238,4.306406842836904e-10
60239,1.959517717383165e-12
60240,1.0911484365393611e-12
60241,8.220867860192757e-12
60242,3.799087477424333e-09
60243,1.4705558246057861e-10
60244,0.9993577794792291
60245,5.056825976882521e-05
60246,4.2502463209568556e-11
60247,4.313795359290937e-11
60248,1.1993540327496004e-11
60249,1.8859430012632383e-09
60250,9.914540681394427e-11
60251,4.1493786074707035e-11
60252,1.6289361660219336e-12
60253,5.643257699410611e-12
60254,1.2557702705883314e-08
60255,3.260203526685411e-12
60256,0.9998668463762784
60257,1.2189502437780309e-09
60258,3.1067616413590735e-11
60259,9.215516599305257e-11
60260,8.808770925392664e-10
60261,2.3020830533697124e-11
60262,0.0003711966767606422
60263,2.800233070330704e-11
60264,2.3118449527084893e-09
60265,0.6341737201740621
60266,1.6770287132091856e-10
60267,3.1405812909506484e-12
60268,2.0356749452536573e-11
60269,7.081651621511762e-08
60270,3.4225679116572355e-12
60271,3.8545147325740766e-10
60272,3.4435638852958183e-09
60273,0.9998773977422404
60274,6.434653805490207e-10
60275,3.327677608362083e-12
60276,1.759833638088986e-09
60277,2.090529648731851e-11
60278,2.416935886000531e-09
60279,3.2388756666239315e-11
60280,3.377039497972619e-08
60281,2.0753635609440527e-10
60282,9.232002830148917e-12
60283,1.758789439519183e-11
60284,2.7429545149540357e-08
60285,7.702786073897885e-08
60286,5.097340153458396e-11
60287,1.4271580698918982e-10
60288,3.385583349516293e-11
60289,0.0007225465746055427
60290,7.734913081976928e-12
60291,2.573792636780613e-10
60292,0.00012137885143729978
60293,0.00013150058770996544
60294,1.3428751321853612e-09
60295,8.583550528073434e-12
60296,0.9999738445275056
60297,9.531799757218464e-12
60298,9.519920845768905e-11
60299,4.024157261906784e-11
60300,1.5679480307691677e-13
60301,7.727563361082839e-11
60302,3.0140685251197036e-12
60303,5.7506695572107647e-11
60304,1.584601731480697e-08
60305,2.0552261808857587e-08
60306,1.8036629667820803e-11
60307,0.9884986790986
60308,1.6472072437100354e-09
60309,4.871301062401788e-07
60310,7.707628272511682e-10
60311,0.05942671090591804
60312,7.419919810815229e-13
60313,3.843445152555295e-11
60314,2.3463035037289187e-12
60315,4.073480296727322e-10
60316,8.870040276967928e-11
60317,3.969905756835672e-09
60318,9.818749125449859e-08
60319,2.7559467603996583e-12
60320,4.5265169452544974e-08
60321,2.0661103876434136e-09
60322,1.68084094486733e-08
60323,0.00322656712188644
60324,1.9583039523269116e-11
60325,4.093415537016267e-13
60326,5.163516870699858e-09
60327,0.3055640037644494
60328,5.162032781795296e-09
60329,0.9936836715138258
60330,2.335310706865819e-09
60331,0.08581875601193296
60332,4.441014249216627e-12
60333,1.4270093669407557e-12
60334,7.105485251320424e-11
60335,5.148404497568977e-05
60336,2.969200742678848e-09
60337,2.7045890326636653e-12
60338,1.8890306578832126e-10
60339,0.9990289049923013
60340,1.0986147951577162e-09
60341,1.2914021769619377e-12
60342,4.871132930446335e-12
60343,4.261346535179805e-11
60344,5.926168317958624e-10
60345,3.8112355514045045e-10
60346,1.8132322538052195e-11
60347,1.4731130425260203e-11
60348,3.4431092379102224e-10
60349,1.9512276396481017e-10
60350,0.9983698857836385
60351,0.9988336990267167
60352,2.6897267015647874e-10
60353,2.4100183126661707e-08
60354,7.469304288844465e-12
60355,1.9069069147699386e-10
60356,5.501849343755489e-12
60357,3.255179331191892e-10
60358,5.183292548539256e-11
60359,3.765587840830715e-12
60360,0.9999764990991653
60361,3.846271910912714e-07
60362,1.2900039309854528e-11
60363,5.634054227830124e-08
60364,2.8789401814446264e-05
60365,7.945038055242691e-08
60366,6.483391615939455e-12
60367,8.92561585943031e-10
60368,0.9969307294335656
60369,1.2147724948064045e-08
60370,2.199690460470109e-10
60371,0.0011394002663141017
60372,1.5939215703596866e-07
60373,0.04570808276249552
60374,1.0450652458629791e-07
60375,8.417937355747677e-12
60376,0.0018009146956031565
60377,8.371694516204238e-13
60378,2.225727311721622e-11
60379,5.2675994494691036e-11
60380,1.2613737815320863e-11
60381,8.403929866743453e-11
60382,3.963504468600538e-08
60383,1.4348280862651774e-12
60384,4.82814218916841e-10
60385,1.0184609679236985e-12
60386,1.0618905939488748e-10
60387,1.559329688723091e-11
60388,2.060090656001604e-11
60389,2.0822807937363755e-08
60390,1.4093929043356478e-11
60391,5.570930811243151e-10
60392,9.745173890211911e-08
60393,2.5905086110758797e-09
60394,5.33452693963084e-11
60395,3.2728758772247736e-11
60396,8.307329777553347e-07
60397,3.249229669062333e-11
60398,1.1764108119165066e-10
60399,1.3529472446714865e-11
60400,3.9334807954302825e-11
60401,1.5860399370456736e-11
60402,7.731055694814451e-11
60403,4.608146140521316e-13
60404,4.67720633111851e-09
60405,0.417407121802915
60406,4.585116658238527e-11
60407,2.5626187316209996e-08
60408,1.4842565545941836e-08
60409,5.010957420112898e-13
60410,0.9996830073581808
60411,0.9997437350099871
60412,8.87057494057547e-13
60413,6.340810781710307e-11
60414,0.9619666035473063
60415,9.647988319745021e-11
60416,5.677000165507914e-11
60417,0.013927789872785604
60418,5.99451320363458e-11
60419,2.981699662204083e-11
60420,4.4887577623347487e-11
60421,3.57476982970852e-11
60422,1.2212200488314585e-11
60423,6.289930854988616e-11
60424,8.66236668489351e-11
60425,6.045574648806546e-10
60426,1.992851192417922e-11
60427,8.273227211483436e-11
60428,1.1625154151008645e-10
60429,1.5896080623043204e-11
60430,1.7551392424414469e-06
60431,2.2433736178892914e-09
60432,0.9824036490952439
60433,6.285454206108457e-10
60434,0.9837259757436541
60435,8.080970204835003e-09
60436,0.999895875384158
60437,0.9999341595661628
60438,1.9268341267602286e-11
60439,1.1197775608443315e-09
60440,3.421601639676091e-09
60441,2.3328767752999105e-12
60442,0.5666207989620214
60443,2.5025955087922794e-10
60444,0.1607394326195029
60445,1.3997058385527016e-10
60446,5.898420890940432e-12
60447,0.6092791317505847
60448,9.166405050997883e-12
60449,2.5839091396428324e-09
60450,1.1967388971170628e-10
60451,1.0541306897161727e-10
60452,2.571395933873118e-09
60453,9.119003959837274e-09
60454,5.643480208240753e-10
60455,2.681503482961321e-10
60456,5.097116837530509e-10
60457,2.4797730009666896e-12
60458,0.9999701734958556
60459,0.999870141923498
60460,1.4206681094527901e-09
60461,2.219326226673508e-11
60462,5.3246364243606774e-06
60463,6.4646409110364414e-09
60464,3.080938488902062e-11
60465,2.97354909755159e-10
60466,9.662276977147328e-11
60467,1.0421568308764808e-08
60468,5.744922315965442e-11
60469,3.7993981633748336e-11
60470,1.6158606882010127e-12
60471,9.107470638747678e-13
60472,0.9962824922525081
60473,1.005732693781901e-10
60474,0.9999369159601075
60475,1.660653810077733e-11
60476,2.7576342448649625e-11
60477,8.778092719519069e-05
60478,1.0259018850591943e-07
60479,2.1616579939964978e-11
60480,0.9967962614658935
60481,1.6100860186770183e-05
60482,9.061041213544356e-12
60483,5.895602464700558e-08
60484,2.5611547330153104e-12
60485,4.197958594372532e-11
60486,1.153461079726287e-10
60487,0.933341215950074
60488,8.206412366062148e-11
60489,8.400001497138411e-10
60490,1.3779979118837764e-11
60491,3.225427030745855e-10
60492,1.845644153118385e-12
60493,2.1577766647446619e-10
60494,5.383530648884041e-10
60495,2.895347602537287e-11
60496,3.879276603343484e-11
60497,3.713272000262487e-11
60498,0.9998169860498098
60499,9.024122449000847e-12
60500,2.4546714906923106e-12
60501,2.6598122228804642e-12
60502,1.145821264079147e-10
60503,8.468147601539728e-11
60504,1.2629509957081311e-12
60505,2.6120706340787826e-08
60506,1.196089792004316e-11
60507,1.6814757971727498e-09
60508,7.2018005429367425e-12
60509,1.0129954134072558e-08
60510,3.7212614087841573e-06
60511,6.849186452633023e-11
60512,9.810904352449597e-09
60513,0.9593680147804399
60514,1.2909820285533366e-11
60515,0.0008188407538856022
60516,5.431061861207948e-07
60517,4.944873395420954e-12
60518,1.2824593939451504e-10
60519,2.6378289029067725e-09
60520,7.223762035821343e-07
60521,1.5225167379322628e-08
60522,3.6701221251450927e-13
60523,2.3991321737965844e-12
60524,1.7546333207325374e-10
60525,1.7339488388195778e-11
60526,4.639836337746918e-12
60527,6.927973828944803e-12
60528,4.714718890456057e-11
60529,0.9992847126743818
60530,0.999882183685788
60531,1.0995650132971678e-09
60532,8.596356809248278e-10
60533,6.711066214747452e-11
60534,5.5566513319536535e-11
60535,3.030338293752607e-11
60536,1.6463863781157396e-10
60537,1.992850249307569e-12
60538,0.0016459713553648794
60539,4.960466064277496e-12
60540,7.971253132020469e-12
60541,1.1242470670063778e-08
60542,1.2181346966639867e-10
60543,7.237698420049274e-10
60544,6.606704891780191e-13
60545,0.9999076790080031
60546,3.511140601219607e-11
60547,2.0537677387125173e-08
60548,4.292186220005859e-11
60549,9.840860596603767e-12
60550,9.248943886443084e-11
60551,6.959958379718575e-12
60552,0.9716080036849531
60553,3.681449203492515e-11
60554,0.9999894050485754
60555,1.5422961526605202e-12
60556,2.183212875013909e-09
60557,9.133650034349026e-12
60558,0.0013309061849325614
60559,1.106163550091085e-09
60560,7.0252179402319835e-12
60561,4.679256090357927e-09
60562,1.771364517362544e-08
60563,1.865646266000572e-09
60564,2.4296224195805215e-12
60565,3.6391130243115047e-13
60566,0.9988131454065527
60567,1.7377036838981087e-10
60568,1.3711917458380518e-11
60569,7.4181009489502124e-09
60570,7.278712918618353e-10
60571,0.11430888964717492
60572,4.788486017819432e-10
60573,0.0016093864854613172
60574,2.4820475636876748e-12
60575,8.527834223727173e-08
60576,7.932214667563903e-12
60577,7.497586908051394e-13
60578,3.3463129810359385e-09
60579,2.071523541473654e-09
60580,1.7574571340792898e-05
60581,1.8386587018608857e-11
60582,0.9998439386088187
60583,4.388036290421637e-11
60584,2.1240938885729433e-11
60585,7.577971954363246e-09
60586,4.1358423949454263e-08
60587,2.9630238358240847e-09
60588,6.043646148374028e-11
60589,1.4659351496771257e-07
60590,1.0602147162144896e-12
60591,0.034966451520322364
60592,1.2310483003803637e-11
60593,2.64691644154829e-08
60594,3.1673455613637106e-06
60595,2.7616576139130023e-11
60596,4.1356677578754675e-11
60597,4.8821745925632946e-11
60598,0.9998747038415643
60599,2.2682305378648715e-09
60600,8.646177253531424e-07
60601,1.0994621646631143e-12
60602,1.2983735310128656e-11
60603,1.4723157583942087e-10
60604,0.530635154174837
60605,2.3410907262432905e-12
60606,1.2687519189531754e-11
60607,8.90244094925861e-12
60608,3.991570130790503e-09
60609,0.9991796738466622
60610,0.9999522916011048
60611,4.051582871667216e-12
60612,0.9994994459933425
60613,2.3077701947021227e-08
60614,8.822315761785948e-10
60615,1.030662220314189e-11
60616,1.23274944920073e-09
60617,9.345573292642158e-10
60618,3.594194071915536e-12
60619,5.995317600189615e-11
60620,1.3543270096809665e-11
60621,1.085325878826829e-10
60622,1.1665967425886785e-09
60623,7.8787488323425e-09
60624,1.547306990898708e-08
60625,2.589826053535916e-13
60626,7.122872401769899e-10
60627,0.9993120449530178
60628,2.772674943700383e-09
60629,3.161529679653011e-07
60630,4.0775626341753504e-10
60631,9.145319447008453e-14
60632,2.975136684038264e-12
60633,0.9984149679160824
60634,4.725557067003193e-13
60635,4.357147112515862e-08
60636,1.3668387882555492e-11
60637,0.9994973044228331
60638,2.188538269134809e-06
60639,1.480544597850882e-08
60640,1.9402224861170427e-11
60641,1.0952750967245255e-11
60642,5.659241280413897e-13
60643,1.167883707773098e-10
60644,1.3459177518961763e-10
60645,1.0246503938904565e-07
60646,1.1253347970810088e-12
60647,9.932968800807412e-06
60648,1.7275862687394235e-07
60649,2.9500056966432048e-12
60650,1.137675333592558e-11
60651,1.4499242921398855e-11
60652,0.9561699789511624
60653,5.234798103132164e-11
60654,3.2144979549304734e-11
60655,2.7794168255314213e-07
60656,1.0944907201108698e-09
60657,0.23995157571363218
60658,8.820703418496652e-12
60659,0.9875755791697197
60660,0.9837259757436541
60661,8.155543252259723e-13
60662,2.2788494952606507e-12
60663,2.4556834226696867e-12
60664,7.166393789703631e-10
60665,0.987518301862268
60666,2.0270498197369677e-09
60667,4.381782127172419e-06
60668,6.5144397310766e-11
60669,3.93700255263157e-12
60670,5.780046495497331e-10
60671,2.2582415749907596e-12
60672,3.865183332242608e-08
60673,7.339052165422481e-10
60674,0.31556214847765846
60675,1.6619492851169268e-09
60676,0.9999744462419737
60677,1.6521477761311973e-11
60678,9.98712374509265e-11
60679,1.516983628599305e-07
60680,3.7185079861150306e-09
60681,2.4772211295680287e-11
60682,6.894812322104561e-11
60683,6.570113191112239e-10
60684,5.749182749357468e-12
60685,3.698935237543736e-05
60686,3.4586410982654155e-11
60687,1.2704122715555092e-09
60688,3.1050317785551896e-11
60689,7.099299970785581e-11
60690,3.417079773356539e-10
60691,1.4089970921742426e-12
60692,0.006051467114506779
60693,3.313185212305934e-11
60694,3.189773453318703e-13
60695,2.1314985517582293e-09
60696,3.939634106736405e-11
60697,2.318670709081831e-11
60698,3.4520966352448845e-08
60699,1.6040581443963701e-06
60700,5.39271884829561e-08
60701,8.977925133324094e-12
60702,0.520170820812522
60703,4.713832459733923e-09
60704,2.5992078903268535e-10
60705,5.330897239314995e-10
60706,1.5986770369165414e-10
60707,4.589799230730784e-09
60708,1.3346092928060343e-08
60709,8.504356023075868e-11
60710,6.294244369781298e-13
60711,2.5238551188636553e-12
60712,4.1456732932307185e-13
60713,1.66842911798025e-12
60714,3.045428653650007e-11
60715,4.004227216475566e-12
60716,6.087420216016694e-10
60717,2.3292740529740752e-11
60718,0.795678853049431
60719,5.208199247083097e-09
60720,3.153246206210257e-12
60721,8.012509731284116e-13
60722,1.491099937701254e-11
60723,2.4416861258090474e-10
60724,4.9469604713477e-10
60725,2.822674897957494e-09
60726,7.488846602420149e-08
60727,1.8643473354023672e-12
60728,3.3809325272807516e-11
60729,0.9998042919542482
60730,0.002840741768368768
60731,1.3087974834280554e-10
60732,7.312876459769042e-11
60733,2.3826441241342212e-08
60734,6.306754216310864e-12
60735,2.267815583220797e-12
60736,1.916067881653588e-09
60737,3.730261830056325e-11
60738,0.6062533778798206
60739,1.4653712280323668e-10
60740,0.9998397095610084
60741,1.0633429588777834e-08
60742,0.0002100849161564345
60743,1.3372055374724784e-05
60744,0.995207767302613
60745,4.152360198812143e-06
60746,6.165709436588759e-10
60747,5.7821259965618376e-09
60748,9.202540453642339e-10
60749,9.782393514764077e-10
60750,1.2112579152612172e-10
60751,1.174275273490348e-10
60752,2.5259113055423855e-08
60753,0.009471092365137837
60754,2.8678043220127466e-10
60755,1.779270154688152e-11
60756,2.0613112272597603e-10
60757,1.0860165794043628e-10
60758,3.288201129254396e-12
60759,3.3355040986166144e-12
60760,8.699717298006943e-11
60761,3.1502839527380314e-11
60762,5.8017840314144725e-12
60763,9.345463170832511e-10
60764,6.791498652479296e-13
60765,0.9999556759882489
60766,4.784563935920862e-11
60767,1.467779780584748e-12
60768,0.9999510987768667
60769,2.0514083099611804e-10
60770,6.927113146517078e-10
60771,1.6745598728004677e-11
60772,4.6051090318673146e-08
60773,0.7487924223719221
60774,4.0451850718794543e-10
60775,0.18086693181446076
60776,3.6843059060023864e-11
60777,1.9889224255192857e-11
60778,7.580587885140921e-08
60779,2.7814729754799947e-09
60780,0.011036252473114941
60781,6.976260956191415e-10
60782,0.9804016974439638
60783,2.0365237252739802e-08
60784,5.488020922248361e-13
60785,9.230652073467794e-12
60786,3.517742986446232e-10
60787,4.2866900896440073e-07
60788,1.1561859662944574e-11
60789,7.66105334763983e-11
60790,1.1595320895959761e-12
60791,4.709203157271143e-12
60792,8.484120158628475e-13
60793,3.412531034729257e-08
60794,0.00013587544899963354
60795,1.7952535153808704e-09
60796,3.2134353212273576e-09
60797,2.781788373100477e-11
60798,7.779448760932533e-11
60799,5.504163017975592e-10
60800,2.342915732390472e-11
60801,3.8573131599083585e-10
60802,4.4127743378933154e-13
60803,5.290025871008319e-13
60804,0.0007775772367929454
60805,8.344828228678368e-11
60806,4.726297512717503e-12
60807,9.652117994843514e-13
60808,4.1633239989768535e-10
60809,3.0068984229333275e-12
60810,1.5747728359738725e-09
60811,2.0216643389432513e-11
60812,1.6385825515473649e-12
60813,1.1787331611766015e-09
60814,1.4106367737425212e-12
60815,2.831126521839931e-09
60816,1.7297403477072313e-09
60817,2.610999509975592e-08
60818,0.0005808723238842038
60819,4.977852378612737e-13
60820,2.736242412126859e-11
60821,1.363184595817734e-10
60822,5.353352095121196e-07
60823,9.675431466283063e-13
60824,2.5189854228700867e-08
60825,0.8990198045069782
60826,1.1149231694454406e-08
60827,1.607937919114629e-11
60828,1.3680379275635239e-11
60829,7.669010530886078e-12
60830,2.066517671970974e-08
60831,2.258784061490532e-12
60832,2.469394221783092e-13
60833,0.014239964240087883
60834,1.1085091348874539e-11
60835,0.23210334780463165
60836,1.5789587209404904e-12
60837,1.7573688277441213e-10
60838,2.8811687808924797e-12
60839,5.073252901325709e-12
60840,0.8610273299061395
60841,4.8528935765406996e-05
60842,2.109299227761077e-08
60843,3.08032367817891e-06
60844,6.752993107896253e-09
60845,0.01867985391215989
60846,1.4986318634636252e-11
60847,4.767415011014899e-12
60848,9.828170704407741e-08
60849,1.1183783390539722e-10
60850,4.81936481918318e-10
60851,4.9783468424412136e-11
60852,4.380583019497178e-12
60853,4.731162517364667e-09
60854,1.0685112320607788e-10
60855,5.426468963583451e-10
60856,0.3808725973264265
60857,0.028052814627311413
60858,6.934212967157388e-09
60859,1.8988899111759187e-12
60860,0.19888853262388473
60861,2.8232667228683934e-10
60862,2.1203837774385539e-10
60863,5.969849667580822e-12
60864,4.875584164528764e-12
60865,9.381024174826538e-10
60866,6.13870992537417e-08
60867,5.490458459808887e-12
60868,1.3775297356136857e-11
60869,6.812362892371031e-12
60870,2.0890345005260143e-10
60871,1.791925186458831e-11
60872,1.9613857392225303e-10
60873,1.0475684704779548e-09
60874,1.1279849498219482e-11
60875,3.472309378526029e-11
60876,4.672673615323901e-06
60877,2.4423721873292107e-11
60878,2.249586127067184e-09
60879,6.350618863112225e-12
60880,0.0016794783958237543
60881,5.293950764082138e-12
60882,0.005832412137314248
60883,6.550534915945293e-11
60884,2.002252431944444e-06
60885,0.985972867511176
60886,5.143993779896656e-05
60887,7.341119716719557e-13
60888,4.852289721419291e-11
60889,9.457715658521648e-13
60890,7.63918399594117e-13
60891,9.477862569865417e-10
60892,0.0471641244871955
60893,4.090403196989337e-11
60894,7.922067713871284e-12
60895,0.9859044661879224
60896,1.7795409168783698e-10
60897,8.071037039908332e-10
60898,1.8414183504120688e-09
60899,2.2520963733043333e-09
60900,0.9804688806317355
60901,3.3286881277603394e-12
60902,2.446437647526643e-12
60903,8.347505098811999e-11
60904,1.26669441590471e-08
60905,1.9813833550840066e-09
60906,8.980675634856014e-08
60907,3.49204923015901e-10
60908,1.2186811466105206e-10
60909,8.747375738435794e-09
60910,0.0032298625477963317
60911,1.2587767945469257e-10
60912,9.440617509741589e-11
60913,4.85753010365176e-12
60914,0.9999903794122063
60915,0.999730116470497
60916,2.872255769567281e-11
60917,2.4735796040096787e-12
60918,3.410144963821842e-11
60919,4.4053348823903815e-13
60920,2.5888860262459057e-10
60921,1.0016662775329625e-10
60922,2.658958492940914e-07
60923,5.655838827498919e-13
60924,2.654666868594082e-11
60925,9.440232855135086e-11
60926,4.302243343992643e-09
60927,1.5399463621292513e-12
60928,0.2789851091626563
60929,5.968322749249751e-10
60930,9.155476007143341e-11
60931,1.2724455777406157e-12
60932,7.749141257150076e-11
60933,0.9999663000857836
60934,2.3322091746350053e-11
60935,7.59154711273792e-11
60936,1.3314790770057897e-11
60937,1.1045631749590373e-09
60938,3.146905468145873e-08
60939,2.157851748307629e-10
60940,0.020767703207288768
60941,7.450864559070803e-12
60942,0.9997953818202353
60943,4.489261729991351e-12
60944,1.5658335814724506e-11
60945,2.9486644191658505e-12
60946,1.5908023099927298e-09
60947,2.2303271087490887e-12
60948,1.1070372034350354e-11
60949,0.0017795727392031534
60950,1.5982416207977053e-11
60951,4.133739948339229e-09
60952,0.930681596265648
60953,1.226989623219199e-10
60954,2.502878151109126e-11
60955,3.679610219470953e-11
60956,2.968518118506991e-10
60957,1.6663957060341804e-09
60958,0.9876623151339043
60959,2.6145850694462355e-12
60960,2.3444666223926287e-10
60961,0.9999547788937689
60962,3.0299120768046754e-12
60963,6.21980746916528e-10
60964,0.9479045388480497
60965,0.9733556090242196
60966,3.0675919013923507e-12
60967,0.9876869887902847
60968,1.4366243946309021e-11
60969,4.176450015611961e-12
60970,5.488020922248361e-13
60971,0.2900467093977478
60972,8.953083465091317e-11
60973,9.558344491541217e-11
60974,2.5960162984835224e-10
60975,6.306863961516024e-09
60976,1.3945907921319119e-09
60977,1.8431633878776834e-11
60978,1.2532191344265606e-12
60979,3.6981239065146825e-12
60980,0.18699780966996646
60981,4.421095963301793e-08
60982,2.1573142489812558e-10
60983,8.588157502328251e-09
60984,9.201953597204062e-05
60985,2.4929198325007747e-10
60986,2.213741406866379e-12
60987,3.948216394318643e-10
60988,2.2118785055367557e-10
60989,3.4112647269426685e-07
60990,9.619666083617799e-12
60991,2.0577081048255744e-12
60992,1.2806264005885136e-09
60993,1.3929600621674723e-10
